CUSTOMER_CODE;CUSTOMER_NAME;CUSTOMER_ADDRESS;DIST_CHANNEL;CHANNEL_NAME;BRANCH_ID;BRANCH_DESC;PHONE1;FAX;CITY;POSTAL_CODE;NPWP;GRUP
956536;AP. PHARM 24 WARINGIN;JL. DR. SUTOMO NO.2 GONDOKUSUMAN,YOGYAKARTA;14;Apotek;YOG;YOGYAKARTA;;;GONDOKUSUMAN;55225;08.966.673.9-541.000;
362614;TK TYAS;JL IMAM BONJOL, B LAMPUNG;32;Toko Kelontong;BDL;BANDAR LAMPUNG;;;BANDAR LAMPUNG;35154;;
1000790;AP. CENDANA;RW. MONGONSIDI RT.017/RW.005, KEL.FATULULI, KEC.OEBOBO, KOTA KUPANG;14;Apotek;KPG;KUPANG;;;KUPANG;85111;81.107.409.5-922.000;
502032;PT. BINAPURA HUSADA JAYA;JL.KELAPA DUA ENTROP-JAYAPURA;11;Pedagang Besar Farmasi;JPU;JAYAPURA;;;JAYAPURA;99224;01.252.195.1.952.000;
1001640;AP. K-24 SETIAPURA;JL. PEMBANGUNAN GURABESI, JAYAPURA UTARA, JAYAPURA;16;Apotek Chain;JPU;JAYAPURA;;;JAYAPURA;99111;82.780.912.0-952.000;K-24 GROUP
1032360;AP. YANDA FARMA SEI PANAS;JL. LAKSAMANA BINTAN KOMP. SPBU NO 14.294.714 BELIAN, BATAM KOTA;14;Apotek;BTM;BATAM;;;BATAM;29464;05.807.226.5-215.000;
188006;AP. ADITYA;MAJEN.SUTOYO 68, BANJARNEGARA;14;Apotek;PWK;PURWOKERTO;;;BANJARNEGARA;53414;08.876.648.0.529.000;
823457;TK. SBM MART;JL. CILONING GANDRUNG MANGU ( UTARA PASAR GANDRUNG MANGU ) CILACAP;42;Mini Market - Lokal;PWK;PURWOKERTO;;;CILACAP;53253;;
1001436;AP. MITRA SAHABAT;JL. A. YANI RUKO CTC NO.43, SAMARINDA;14;Apotek;SMD;SAMARINDA;;;SAMARINDA;75119;82.581.578.0-722.000;
166299;AP. TAMAN KEDOYA;JL.KEDOYA RY KOMP.TAMAN KEDOYA INDAH BLOK RA 8C;14;Apotek;JK2;JAKARTA-2;;;JAKARTA BARAT;11610;27-102-314.5-422.000;
524963;AP. TIRTA ANANDA FARMA;JL. ABDUL MANAN WIJAYA 263 RT.02 RW.02 PUJON BATU;14;Apotek;MLG;MALANG;;;MALANG;65391;08.702.027.7-623.000;
1009685;PT. MIDI UTAMA INDONESIA;JL. RAYA BEJI DESA CANGKRING MALANG BEJI - PASURUAN;49;Mini Market - NKA;MLG;MALANG;;;PASURUAN;67154;02.672.927.7-054.000;PT. MIDI UTAMA INDONESIA
953681;AP.GADING BERSAMA;RUKO PC BLOCK.A NO.1 GADING SERPONG, TANGERANG;14;Apotek;TGR;TANGERANG;;;TANGERANG SELATAN;15311;01.962.349.5-451.000;
868529;AP. TERBIT;JL. POS KOBA NO.183 BANGKA TENGAH;14;Apotek;PKP;PANGKAL PINANG;;;KOBA;33181;06.520.837.3-315.000;
425369;AP. MANGGALA JAYA;JL. DEPATI HAMZAH NO.9 PANGKALPINANG;14;Apotek;PKP;PANGKAL PINANG;;;PANGKALPINANG;33118;71.090.302.2-304.000;
924072;PT. MEDIKALOKA GALAXY (RS. HERMINA GALAXY);JL. GARDENIA RAYA BLOK BA.1 NO.11 KEL. JAKASETIA KEC. BEKASI SELATAN;21;RS Swasta;BKS;BEKASI;;;BEKASI;17147;31.173.812.4-432.000;
294615;AP. BENI FARMA;JL.INDUSTRI I NO.246 ARJAWINANGUN;14;Apotek;CRB;CIREBON;;;CIREBON;45134;07.027.673.8.426.000;
969719;AP. KASIH;JL. NARUMONDA BAWAH NO. 123C SIANTAR TIMUR;14;Apotek;PMS;PEMATANG SIANTAR;;;PEMATANG SIANTAR;21133;79.047.088.4-117.000;
418230;AP. ASAHAN;JL. IMAM BONJOL NO.331 KISARAN;14;Apotek;PMS;PEMATANG SIANTAR;;;ASAHAN;21222;01.102.385.0.115.000;
715320;BERASTAGI SUPER MARKET;JL. AHMAD YANI RANTAU PRAPAT;41;Supermarket - LKA;PMS;PEMATANG SIANTAR;;;LABUHAN BATU;21412;31.318.543.1-116.000;BRASTAGI SM
902923;AP. PARAMADINA;JL. RAYA SOKONG, TANJUNG;14;Apotek;MTR;MATARAM;;;LOMBOK UTARA;83352;08.417.233.7-915.000;
569408;AP. PUAS;JL. SULTAN HASANUDDIN NO. 32 CAKRANEGARA;14;Apotek;MTR;MATARAM;;;MATARAM;83235;06.536.921.7-914.000;
939156;PT. INDOMARCO PRISMATAMA;JL. BY PASS BANDARA INTERNATIONAL LBK, BATUJAI/UNGGA, PRAYA BARAT DAYA, LOMBOK, NUSA TENGGARA BARAT;49;Mini Market - NKA;MTR;MATARAM;;;LOMBOK TENGAH;83571;01.337.994.6-092.000;INDOMARCO GROUP
946416;PT.SUMBER ALFARIA TRIJAYA,Tbk;JL. BY PASS KARAWANG DESA MARGASARI, KLARI, KARAWANG;49;Mini Market - NKA;JK3;JAKARTA-3;;;KARAWANG;41371;01.336.238.9-054.000;PT. SUMBER ALFARIA
993050;AP. KIMIA FARMA 162;JL. KARTINI NO 19 PEMATANGSIANTAR;16;Apotek Chain;PMS;PEMATANG SIANTAR;;;PEMATANG SIANTAR;21116;01.061.227.3.051.000;KIMIA FARMA GROUP
420812;TOKO MUSTIKA;JL. SUPRAPTO TJ. BALAI;32;Toko Kelontong;PMS;PEMATANG SIANTAR;;;TANJUNG BALAI;21312;;
942210;IFRS RS. SENTRA MEDIKA (SGU);JL. CEMPAKA 13/03, KEL. ILIR KOTA, KEC. KAPUAS, KAB. SANGGAU;21;RS Swasta;PTK;PONTIANAK;;;SANGGAU;78514;31.629.455.2-705.000;
169672;AP. SERUMPUN BAMBU;JL. GATOTSUBROTO NO.50 KARANG MEKAR, CIMAHI TENGAH;14;Apotek;BDG;BANDUNG;;;CIMAHI;40523;01.104.535.8-421.000;
690407;AP. SEHAT;JL. MANGGA NO. 57 BANTAENG;14;Apotek;MKS;MAKASSAR;;;BANTAENG;92411;14.606.343.3-807.000;
962281;AP. FARMONY;JL. PAJJAIANG RUKO B GRIYA PAJJAIANG INDAH MKS;14;Apotek;MKS;MAKASSAR;;;MAKASSAR;90242;71.728.522.5-805.000;
941512;AP. PRIMA FARMA;KIOS KRIDOMULYO RT.06/02 KEBON DALEM LOR PRAMBANAN;14;Apotek;SLO;SOLO;;;KLATEN;57454;25.734.392.1-516.000;
1033515;CV. LESTARI SUKSES MAKMUR;JL. RAYA GROGOL NO.29 KALIWINGKO LANGENHARJO GROGOL;42;Mini Market - Lokal;SLO;SOLO;;;SUKOHARJO;57552;71.057.920.2-532.000;
169723;AP. SENTANI;JL. JEND. A. YANI 278, BANDUNG;14;Apotek;BDG;BANDUNG;;;BANDUNG;40273;01.119.135.0-424.000;
957165;AP. TANJUNG ANOM;TANJUNG ANOM RT.001/005 KWARASAN GROGOL;14;Apotek;SLO;SOLO;;;SUKOHARJO;57552;24.893.349.1-532.000;
564469;AP. MAKAMHAJI;JL. MAKAMHAJI-GAWOK NO.5 PIJILAN RT.04 RW.13 MAKAMHAJI KARTASURA;14;Apotek;SLO;SOLO;271-7056633;;SUKOHARJO;57161;24.465.330.9-532.000;
953138;AP. ANUGRAH LANGGENG;JL. JOKO TINGKIR SARI MULYO RT.02/04 PAJANG LAWEYAN;14;Apotek;SLO;SOLO;;;SURAKARTA (SOLO);57146;14.138.445.3-532.000;
1029989;AP. RADITYA;JL. PARANGKESIT NO.37 SONDAKAN LAWEYAN;14;Apotek;SLO;SOLO;;;SURAKARTA (SOLO);57147;67.955.706.6-532.000;
1210211;AP ARJUNA;JL MAYOR ZEN MATA MERAH RT 000 RW 000 KEL SUNGAI SELINCAH KEC KALIDONI KOTA PALEMBANG;14;Apotek;PLB;PALEMBANG;;;PALEMBANG;30119;58.369.434.4-307.000;
949858;RSIA. MELINDA;JL. PAJAJARAN NO. 46 BANDUNG;21;RS Swasta;BD2;BANDUNG-2;;;BANDUNG;40171;71.579.569.6-428.000;
899407;AP. SMART MEDIKA;JL. A.A. MARAMIS NO.309 MANADO KEL. PANIKI BAWAH KEC. MAPANGET;14;Apotek;MNO;MANADO;;;MANADO;95256;68.086.124.2.821.000;
1167177;AP. AIRY FARMA;JL. JEND SUDIRMAN;14;Apotek;JBI;JAMBI;;;TANJUNG JABUNG BARAT;36514;80.317.606.4-334.000;
894554;AP. AW FARMA (BENGKALIS);JL. T. UMAR RT.02 RW.01, KEL. KOTA BENGKALIS, KEC. BENGKALIS;14;Apotek;PKB;PEKAN BARU;;;BENGKALIS;28712;54.794.221.9-219.000;
230285;AP. RIZKI PRATAMA(DUMAI);JL. S. SYARIF KASIM 283 DUMAI;14;Apotek;PKB;PEKAN BARU;;;DUMAI;28811;06.601.138.8.212.000;
971872;AP. FARMASIA;JL. KHAYANGAN/SEKOLAH NO. 26, MERANTI PANDAK, RUMBAI PESISIR - PEKANBARU;14;Apotek;PKB;PEKAN BARU;;;PEKANBARU;28266;77.397.933.1-201.000;
1017701;AP. SRII 3;PERUM TAS 3 BLOK A5 NO.6 GRABAGAN TULANGAN SIDOARJO;14;Apotek;SB1;SURABAYA-1;;;SIDOARJO;61273;73.435.539.9-643.000;
407203;KUD. SARI BUMI;JL.RY.KUBU 88 TULAMBEN KRGASM;45;Koperasi;DPS;DENPASAR;;;KARANGASEM;80852;01.512.329.2-907.000;
983846;PBF PT. SUMBER HIDUP SEHAT;KOMPLEKS PERGUDANGAN DAN INDUSTRI NO. B3 MEIKO ABADI III BLOK B32 GEMURUNG GEDANGAN SIDOARJO;11;Pedagang Besar Farmasi;SB1;SURABAYA-1;;;SIDOARJO;61254;03.199.766.1-063.000;
393872;PT. HARUM MANIS PERMAI;JL. DIPONEGORO NO.18 A PTK 1;42;Mini Market - Lokal;PTK;PONTIANAK;;;PONTIANAK;78117;01.248.728.6.701.000;
991276;AP. KIMIA FARMA NO.321 LAMONGAN;JL. LAMONGREJO NO.125 SIDOKUMPUL, LAMONGAN;16;Apotek Chain;SB2;SURABAYA-2;;;LAMONGAN;62214;01.061.227.3-051.000;KIMIA FARMA GROUP
400740;AP. NOVITA;JL. IMAM BONJOL NO.19 PALU;14;Apotek;PLU;PALU;;;PALU;94221;06.769.635.1-831.000;
1019241;AP.ARES;JL.M.BASRI NO.94-A, GLUGUR DARAT II - MEDAN TIMUR;14;Apotek;MDN;MEDAN;;;MEDAN;20239;64.374.467.5-113.000;
1024280;TO. NAHDY;JL. RAYA BANJAR INDAH NO. 08 RT. 12 BANJARMASIN;19;Toko Obat Berizin;BMS;BANJARMASIN;;;BANJARMASIN;70248;07.700.067.7-731.000;
906189;AP. RAHAYU DUA;JL. DR. SUSANTO 58A, PATI.;14;Apotek;KDS;KUDUS;;;PATI;59119;06.296.382.2-507.000;
1055657;AP.KF 27;JL.PALANG MERAH NO.32, KESAWAN - MEDAN BARAT;16;Apotek Chain;MDN;MEDAN;;;MEDAN;20111;01.061.227.3-051.000;KIMIA FARMA GROUP
906156;AP. IBUNDA;JL.LETJ.SOEPRAPTO 89,PURWODADI;14;Apotek;KDS;KUDUS;;;GROBOGAN;58111;06.792.814.3.514.000;
988543;TK. JABAL ROHMAH;JL. RAYA PAKAH, PEKUWON, RENGEL, TUBAN;42;Mini Market - Lokal;SB2;SURABAYA-2;;;TUBAN;62371;80.496.004.5-648.000;
992149;AP. KIMIA FARMA 120;JL. A. YANI KM 3.5 NO 149 BANJARMASIN;16;Apotek Chain;BMS;BANJARMASIN;;;BANJARMASIN;70231;01.061.227.3-051.000;KIMIA FARMA GROUP
336756;AP.  RAHMAT;JL.JAPRI ZAM-ZAM RT.18/36 BJM;14;Apotek;BMS;BANJARMASIN;;;BANJARMASIN;70116;07.071.987.7.731.000;
902212;AP. K-24 KARANGLO;JL.KARANGLO NO.5 C,PURBAYAN,KOTAGEDE,YOGYAKARTA;16;Apotek Chain;YOG;YOGYAKARTA;;;KOTAGEDE;55173;02.644.963.7-541.002;K-24 GROUP
348505;AP. GEMARI I;JL. RADEN INTAN NO 35 ENGGAL TANJUNG KARANG PUSAT;14;Apotek;BDL;BANDAR LAMPUNG;;;BANDAR LAMPUNG;35213;01.139.191.9.322.000;
1045159;AP. PARAMEDINA;JL. TLOGOSARI RAYA I NO.74, MUKTIHARJO KIDUL, PEDURUNGAN, SEMARANG;14;Apotek;SMG;SEMARANG;;;SEMARANG;50197;86.985.250.9-518.000;
86681;AP. SEHAT ABADI;JL. PADI RAYA J 230 RT 004 RW 011, GENUKSARI, GENUK, SEMARANG;14;Apotek;SMG;SEMARANG;;;SEMARANG;50114;06.454.366.3-518.000;
747752;AP. ASSIPA I;JL KAPTEN ABDUL HAQ NO 14 RAJABASA;14;Apotek;BDL;BANDAR LAMPUNG;;;BANDAR LAMPUNG;35144;67.398.186.6-323.000;
1280219;AP. K-24 INDRAPRASTA;JL. INDRAPRASTA NO. 39 RT. 007 RW. 005, SEMARANG;16;Apotek Chain;SMG;SEMARANG;;;SEMARANG;50131;95.236.927.0-509.000;K-24 GROUP
464287;AP. 99;JL. PAHLAWAN NO. 160 B BOGOR;14;Apotek;BGR;BOGOR;;;BOGOR;16131;06.887.918.8.404.000;
1054791;AP. AFIAT;JL RAYA TAMAN PAGELARAN BLOK FF 1 NO. 11 CIOMAS;14;Apotek;BGR;BOGOR;;;BOGOR;16610;84.582.538.9-404.000;
737210;AP. CAHAYA WISNU;JL. RAYA BANJARATMA NO.8  RT.03 RW.07 BULAKAMBA;14;Apotek;TGL;TEGAL;;;BREBES;52253;14.185.092.5-501.000;
826858;AP. MERPATI;JL. MERPATI NO.55 TEGAL;14;Apotek;TGL;TEGAL;;;TEGAL;52131;44.157.118.9-501.999;
145151;RSU. AMINAH;JL. VETERAN NO.39 KEPANJEN KIDUL BLITAR;21;RS Swasta;MLG;MALANG;;;BLITAR;66117;21.039.871.5.653.001;
53217;AP. JOLISA;TM.PALEM LESTARI BLOK D10/6 CENGKARENG;14;Apotek;JK2;JAKARTA-2;;;JAKARTA BARAT;11730;05.915.682.8.034.000;
1027157;MM.YEFTA MART;JL.CENDRAWASIH RAYA NO.28,CENGKARENG BARAT JAKARTA BARAT;42;Mini Market - Lokal;TGR;TANGERANG;;;JAKARTA BARAT;11730;02.305.846.4-034.000;
972190;AP. JATI KRAMAT 2;JL. WIBAWA MUKTI 11 NO.108 JATIASIH;14;Apotek;BKS;BEKASI;;;BEKASI;17421;01.650.555.4-432.000;
555622;AP.MOM & CHILD CARE CLINIC;JL. RAYA KELAPA DUA RUKO PDA KAV.25-29 GADING SERPONG, TANGERANG;14;Apotek;TGR;TANGERANG;;;TANGERANG SELATAN;15810;02.763.809.7-451.000;
69371;AP. LEGENDA SEHAT;JL.ZAMRUD UTARA RAYA BLOK U-16 NO.100 RT.003/010 CIMUNING;14;Apotek;BKS;BEKASI;;;BEKASI;17156;02.364.314.1-432.000;
978448;AP.CURUG FARMA;JL.RAYA PLP CURUG NO. 50 RT 001 / 003 KELURAHAN CURUG KULON CURUG TANGERANG;14;Apotek;TGR;TANGERANG;;;TANGERANG;15810;25.781.689.2-451.000;
1384241;AP. FARMASINDO;DUSUN PEMALI RT.001 RW.001 KEL.PEMBAHARUAN KEC.KELAPA KAMPIT BELITUNG TIMUR;14;Apotek;PKP;PANGKAL PINANG;;;MANGGAR;33571;41.775.759.8-305.000;
682666;TOKO AWE;JL. SUNGHIN DWI MAKMUR;32;Toko Kelontong;PKP;PANGKAL PINANG;;;SUNGAILIAT;33172;14.899.476.7-315.000;
938920;AP. AISYAH FARMA;JL. KAMP MELAYU, KEL.AIR KEPALA TUJUH, KEC.GERUNGGANG, PANGKALPINANG;14;Apotek;PKP;PANGKAL PINANG;;;PANGKALPINANG;33123;08.457.550.5-304.000;
990721;AP. BERKAT;JL. JEND SUDIRMAN NO.65 TOBOALI;14;Apotek;PKP;PANGKAL PINANG;;;TOBOALI;33783;14.501.185.4-315.000;
1023807;AP. RAHMAYANI;JL. RAYA LOHBENER NO.45 DS. LOHBENER KEC. LOHBENER KAB. INDRAMAYU;14;Apotek;CRB;CIREBON;;;INDRAMAYU;45252;36.198.309.1-437.000;
1173208;KLINIK ANAK MITRA;JL. KARANGGETAS NO. 215/219;72;Klinik;CRB;CIREBON;;;SERANG;42112;82.099.491.1-426.000;
972459;KLINIK FEMINA CENTER;JL. DR. SUTOMO NO.35 RT.01 RW.11 KESAMBI KEL. PEKIRINGAN KEC. KESAMBI KOTA CIREBON;72;Klinik;CRB;CIREBON;;;CIREBON;45131;71.682.991.6-426.000;
632241;AP. YAASIN FARMA;JL. RY. SUSUKAN 3/7 KEC. SUSUKAN BANJARNEGARA;14;Apotek;PWK;PURWOKERTO;;;BANJARNEGARA;53475;26.024.361.3-529.000;
188034;AP. MEDICA;JL. LETJEND. SUPRAPTO 15 PWKT LOR PWKT TIMUR BMS;14;Apotek;PWK;PURWOKERTO;;;BANYUMAS;53114;01.551.388.0.521.000;
1157213;AP. JUNA;JL DESA PENARIK, BENGKULU UTARA;14;Apotek;BKL;BENGKULU;;;MUKO MUKO;38768;86.833.668.6-328.000;
999251;AP. ANDALAN;JL. H. RAIS. A. RAHMAN NO. 2;14;Apotek;PTK;PONTIANAK;;;PONTIANAK;78113;82.456.016.3-701.000;
924081;PT. MEDIKALOKA SUKABUMI (RS. HERMINA);JL. RAYA SUKARAJA RT.03 RW.03, SUKARAJA, SUKABUMI;21;RS Swasta;SKI;SUKABUMI;;;KAB. SUKABUMI;43192;02.522.444.5-405.000;
1073502;AP. WINDA;JLN DR WAHIDIN PETAK 15 RT 03 RW 06 PARAK GADANG TIMUR PADANG TIMUR;14;Apotek;PDG;PADANG;;;PADANG;25122;08.096.554.4-201.000;
213805;AP. MTC;JL. SOEKARNO HATTA NO. 590 METRO TRADE CENTRE KAV. A.23;14;Apotek;BDG;BANDUNG;;;BANDUNG;40275;05.938.822.3-422.000;
169534;AP. ASSALAM;JL. RAYA SOREANG BANJARAN NO 210 CILUNCAT BANJARAN;14;Apotek;BDG;BANDUNG;;;BANDUNG;40377;07.258.678.7-445.000;
47367;PT.INTI CAKRAWALA CITRA;JL. RAYA BOGOR-JAKARTA KM 46.7 KEL NANGAWER MEKAR CIBINONG KAB BOGOR 16912;46;Supermarket - NKA;JK3;JAKARTA-3;;;BOGOR;16912;01.781.214.0-046.000;INDO GROSIR
1008040;TK. ASTER;JL. CIBATU KRAJAN NO. 3 CIBATU PURWAKARTA;32;Toko Kelontong;BDG;BANDUNG;;;PURWAKARTA;41181;;
1088175;AP. ALFA FARMA;JL. TAMALANREA RAYA PERUM BTP BLOK M2 MAKASSAR;14;Apotek;MKS;MAKASSAR;;;MAKASSAR;90245;80.990.986.4-803.000;
893673;TK. LANGGENG JAYA;PASAR BOJONG PURWAKARTA;32;Toko Kelontong;BDG;BANDUNG;;;PURWAKARTA;41164;;
914757;AP. KLATEN SEHAT;JL. RAYA KLATEN DOLO KM3 CUNGKRUNGAN BELANGWETAN KLATEN UTARA;14;Apotek;SLO;SOLO;;;KLATEN;57438;44.527.195.0-525.000;
993751;TK. NINING;JL. RAYA CIJENGKOL NO. 63 RT 16 RW 06 CIJENGKOL, SERANGPANJANG, SUBANG;32;Toko Kelontong;BDG;BANDUNG;;;SUBANG;41282;;
1007591;RS. CITRA ARAFIQ;JL.PERINDUSTRIAN RT.006/025,BAKTIJAYA,SUKMAJAYA,DEPOK,JAWA BARAT;21;RS Swasta;DPK;DEPOK;;;DEPOK;16418;75.063.208.5-412.000;
1225163;TK. RAHMAD MAJU 1;JL KAV KEUANGAN NO 64;32;Toko Kelontong;DPK;DEPOK;;;TANGERANG SELATAN;15414;;
997180;AP. K-24 MUCHTAR SAWANGAN;JL.RAYA MUCHTAR NO.88, SAWANGAN, DEPOK;16;Apotek Chain;DPK;DEPOK;;;DEPOK;16511;48.747.778.8-412.000;K-24 GROUP
1070766;AP. SEMATANG BORANG;JL SEMATANG BORANG NO 879 C RT 016 RW 006 SAKO SAKO PALEMBANG;14;Apotek;PLB;PALEMBANG;;;PALEMBANG;30163;48.799.058.2-301.000;
1151247;AP. K24 PAKJO;JL INSPEKTUR MARZUKI NO 57A RT 01 RW 06 SIRING AGUNG ILIR BARAT 1 ;16;Apotek Chain;PLB;PALEMBANG;;;PALEMBANG;30138;94.424.799.8-307.000;K-24 GROUP
737262;AP ZHA ZHA;JL. JEND SUDIRMAN NO.552 RT.008 RW.003 ILR TIMUR I PALEMBANG;14;Apotek;PLB;PALEMBANG;;;PALEMBANG;30126;14.421.013.5-307.000;
1004636;RS.JAKARTA (BAG.FARMASI);JL. JEND.SUDIRMAN KAV.49;21;RS Swasta;PJT;PEJATEN;;;JAKARTA SELATAN;12930;02.546.047.8-063.000;
1026448;AP. WIJAYA MEDIKA;JL. POLITEKNIK LINGK. VIII KAIRAGI DUA MAPANGET MANADO;14;Apotek;MNO;MANADO;;;MANADO;95254;81.700.644.8-821.000;
1023228;AP.ZAKI;JL.CILILITAN BESAR NO.27C RT.007 RW.001;14;Apotek;PJT;PEJATEN;;;JAKARTA TIMUR;13510;09.722.338.2-307.000;
632588;GAJAHMADA SUPERMARKET;JL. MAYJEND SUTOYO RT.07 NO. 35 - 37 BALIKPAPAN;42;Mini Market - Lokal;BPP;BALIKPAPAN;0542-745478;;BALIKPAPAN;76113;01.739.461.0-721.001;
992084;TK. H. ENTI;JL. A. YANI TIMUR NO.409 LEBAKJAYA KARANGPAWITAN GARUT;32;Toko Kelontong;TSK;TASIKMALAYA;;;GARUT;44182;;
1008929;AP. K-24 SIMPANG RIMBO;JL. KAPT. PATTIMURA KENALI BESAR ALAM BARAJO JAMBI;16;Apotek Chain;JBI;JAMBI;;;JAMBI;36129;02.128.254.6-331.000;K-24 GROUP
971043;AP. ADAM FARMA;JL. PANJANG JIWO IV NO.18 SURABAYA;14;Apotek;SB1;SURABAYA-1;;;SURABAYA;60299;66.211.937.9-615.000;
941348;AP. PRO-THA FARMA;JL. IMAM BONJOL 13 GELURAN SDA;14;Apotek;SB1;SURABAYA-1;;;SIDOARJO;61257;07.874.709.4.603.000;
936423;AP. RIA FARMA;JL. MENGANTI 5 RKO PRATAMA;14;Apotek;SB1;SURABAYA-1;;;SURABAYA;60227;07.192.284.3.618.000;
408796;AP. ERA MEDIKA;JL. AHMAD YANI NO. 323, PEGUYANGAN, DENPASAR;14;Apotek;DPS;DENPASAR;;;DENPASAR;80112;07.123.880.2.901.000;
1207173;AP. SOBAT MEDIKA;JL. PULAU KAWE NO.50 A DENPASAR;14;Apotek;DPS;DENPASAR;;;DENPASAR;80221;81.997.854.5-903.001;
973282;AP. AISYAH FARMA;JL. IR. H.DJUANDA RT. 01 RW. 11 KM. 2 SINDANGSARI BANTARSARI TASIKMALAYA;14;Apotek;TSK;TASIKMALAYA;;;TASIKMALAYA;46122;55.972.978.5-425.000;
1051455;JBR-AP. SEMESTA GROUP 14;JL. DIPONEGORO NO. 77 KENCONG KENCONG JEMBER;14;Apotek;JBR;JEMBER;;;JEMBER;68167;54.562.377.9-626.000;
1084191;MM. SURYA MINIMARKET;JL. DR. SUSANTO 118;42;Mini Market - Lokal;KDS;KUDUS;;;PATI;59114;94.760.848.5-507.000;
954278;AP. K-24 MERR KALIJUDAN;JL. IR. H. SOEKARNO KAV-1 NO.193-E RT.06 RW.03 KALIJUDAN, MULYOREJO, SURABAYA;16;Apotek Chain;SB2;SURABAYA-2;;;SURABAYA;60115;70.906.772.2-619.000;K-24 GROUP
1139222;MM. CEMARA SWALAYAN;JL SETIA BUDI;42;Mini Market - Lokal;PLU;PALU;;;PALU;94111;92.832.320.3-831.000;
1069207;TK. FAMILY;SUMBERSARI JL. TRANS SULAWESI, PARIGI SELATAN, PARIMO, SULTENG;32;Toko Kelontong;PLU;PALU;;;PARIGI MOUTONG;94471;64.209.007.0-831.000;
1069418;TO. AMYRA;JL. PS BARU KOMP. PS BARU PERMAI LT.2 BLOK B BANJARMASIN;19;Toko Obat Berizin;BMS;BANJARMASIN;;;BANJARMASIN;70248;-;
971318;INSTALASI FARMASI RSU BUNDA THAMRIN;JL.SEI BATANG HARI NO.28/30, BABURA SUNGGAL - MEDAN SUNGGAL;21;RS Swasta;MDN;MEDAN;;;MEDAN;20121;02.848.553.0-124.000;
34987;AP. LAGOA;JL. MENTENG NO. 70 TUGU, KOJA;14;Apotek;JK1;JAKARTA-1;;;JAKARTA UTARA;14260;01.313.303.8-045.000;
511121;AP. PERTIWI;JL NEGARA PONCOWATI TERBANGGI BESAR;14;Apotek;BDL;BANDAR LAMPUNG;;;LAMPUNG TENGAH;34163;08.485.581.6-321.000;
726202;PT. SILOAM INTERNATIONAL HOSPITALS;JL. RAYA GUBENG 70 SURABAYA;21;RS Swasta;SB2;SURABAYA-2;;;SURABAYA;60281;01.788.139.2-054.000;
345625;AP.  AMANDIT FARMA;MELAYU DARAT 18 BANJARMASIN;14;Apotek;BMS;BANJARMASIN;;;BANJARMASIN;70232;01.517.689.4.731.000;
993843;AP. K-24 AMBARKETAWANG;JL. WATES KM.5 PSR SENTRAL UMUM AMBARKETAWANG K I-3 AMBARKETAWANG GAMPING SLEMAN;16;Apotek Chain;YOG;YOGYAKARTA;;;GAMPING;55294;02.682.874.9-542.000;K-24 GROUP
107071;AP. SEWON;JL. PARANGTRITIS KM.5,6 BANTUL;14;Apotek;YOG;YOGYAKARTA;;;Sewon;55185;07.027.327.1-543.000;
929940;AP. K-24 TAMAN SISWA;JL. TAMANSISWA NO.111 WIROGUNAN, MERGANGSAN, YOGYAKARTA;16;Apotek Chain;YOG;YOGYAKARTA;;;MERGANGSAN;55151;66.220.729.9-541.000;K-24 GROUP
998710;KLINIK PHC TANJUNG EMAS;JL. USMAN JANATIN NO.8, TANJUNGMAS, SEMARANG UTARA, SEMARANG;72;Klinik;SMG;SEMARANG;;;SEMARANG;50174;01.061.180.4-093.000;
498493;AP. KASIH BUNDA;JL.CAK DOKO - KUPANG;14;Apotek;KPG;KUPANG;;;KUPANG;85111;07.538.923.9.922.000;
1063003;AP. K-24 TEUKU UMAR;JL TEUKU UMAR RUKO 3-4 RT. 001 RW. 000 SIDODADI, KEDATON KOTA BANDAR LAMPUNG;16;Apotek Chain;BDL;BANDAR LAMPUNG;;;BANDAR LAMPUNG;35141;92.290.952.8-323.000;K-24 GROUP
92126;PT.ADAPERKASASAHITAGUNA-SL;JL. MGR SUGIYOPRANOTO 58-60, BULUSTALAN SEMARANG SLT SEMARANG;41;Supermarket - LKA;SMG;SEMARANG;;;SEMARANG;50141;01.496.823.4.511.000;ADA SUPERMARKET
96008;AP. ALAM SEHAT;JL. KENTANGAN BARAT 214, SMG.;14;Apotek;SMG;SEMARANG;;;SEMARANG;50136;09.730.164.2-512.000;
502041;AP. HARMONIS FARMA;JL.GERILYAWAN NO.44 ABEPURA;14;Apotek;JPU;JAYAPURA;;;ABEPURA;99222;06.247.639.5.952.000;
717746;AP. KEDAMAIAN FARMA;JL HAYAM WURUK RUKO KEDAMAIAN NO.1 TANJUNG KARANG TIMUR;14;Apotek;BDL;BANDAR LAMPUNG;;;BANDAR LAMPUNG;35122;08.506.619.9-322.000;
1341182;TO. GUNUNG TIGA;JL LINTAS RAWAJITU KP SUKA BHAKTI GEDUNG AJI BARU TULANG BAWANG;19;Toko Obat Berizin;BDL;BANDAR LAMPUNG;;;TULANG BAWANG;34595;853767838326000;
33765;PT. GADING PLUIT JASA M_RS. GADING PLUIT;JL. BOULEVARD RY TMR PEGANGSAAN;21;RS Swasta;JK1;JAKARTA-1;;;JAKARTA UTARA;14250;02.111.462.4.043.000;RS PLUIT GROUP
